feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,day,hour,minute,target
447.7126631787911,2558.8574675178897,20.401506086773523,83.91872784797187,2841.2504980746758,49.3972249482616,2500.2586674499125,1332.8237477320556,650.8915442213197,1.0,21.0,42.0,708.2303176042836
432.0732113223096,2517.650017679148,20.286426303193384,84.37034887853233,2909.0467931199682,49.15942089901346,2465.0808402871708,1343.8043002307008,650.9244271507306,2.0,7.0,21.0,675.1566527147695
434.2404411029791,2538.6990352319363,20.497767622122506,84.30784655189797,2876.9781969449828,48.916154158132045,2506.875958978638,1313.6309544418386,,1.0,14.0,27.0,691.7252423427962
449.4330283179257,2555.3309812530097,20.52041667876741,,2864.3431594565604,49.90949580846862,2504.9024754645807,1318.0552424348114,643.9625907782289,,1.0,55.0,704.8070094228781
459.81102411271075,2677.1091010985383,20.353124962696704,85.19640468210687,2813.298952020998,51.5197450300526,2640.0034979033235,1333.3496751838782,644.7579533526931,,9.0,15.0,739.0252083813206
447.23150824946697,2498.0117110903934,20.320212331983704,83.59809745267238,,49.623592935861815,,1306.7559162345592,650.0480241211376,1.0,15.0,6.0,692.3307180995012
436.512454072596,2464.1949071364706,20.173502127877587,,2873.1831218052753,49.222683112851605,2439.561515621745,1303.4765848047139,642.0176830324548,1.0,12.0,30.0,678.3518644360792
444.2576514697172,2556.7932093639483,20.234474394489006,83.13278511398697,2864.653424608803,49.94585044542149,2498.055091177296,1316.3630114507198,641.5162773938456,1.0,21.0,36.0,706.3068097104248
426.5351635427407,2521.140375376419,,84.37585647535406,2859.1887609460314,50.15487435533521,2477.4644370447545,1306.749610745653,651.3660339184029,1.0,15.0,22.0,694.9783931757464
442.03579315744463,2501.0493685750544,20.52367740861444,83.06150267924545,2859.344092604925,48.97350324211421,2434.5649922738216,1320.5114363740229,651.5010849669552,,12.0,37.0,680.5106683912486
419.31375139280163,2553.176901461616,,84.55550577722552,2913.696336879897,51.02437109173146,2510.6241712716774,1333.9255181005274,648.9263302330978,1.0,9.0,35.0,706.6514075812287
438.2025503149405,2516.4236906091014,20.13585295681875,84.04259479004347,2898.7342026036245,49.99280987605184,2470.5702475325634,1317.4374464820569,640.8094714658308,2.0,2.0,27.0,697.4948985702608
444.39667072718106,2512.691156849621,20.178142740966848,83.52681438780857,2830.749742214649,48.79620028496128,2453.149095172254,1323.1553174903634,649.4846041205459,1.0,,40.0,686.5131909736318
463.8477909802716,2745.4680845384096,20.201257488057394,85.85008874345017,2894.1406142090004,51.356799832673886,2697.275989505173,1349.6053884914072,654.7076758620254,1.0,6.0,41.0,758.7545799835447
,1732.9935589265242,,75.77263902894948,2949.3013806658414,41.44948044841649,1696.0732541625862,1197.6796514313485,627.1399088031737,2.0,,1.0,398.7597438133356
344.1857331433086,1663.055181366016,20.165167115209865,,2947.4210339004903,40.670715775174074,1623.1788438399794,1186.7451105350876,639.0877130051216,2.0,9.0,33.0,386.0216681387077
330.13587404305605,1705.5171096105933,20.3678399406977,76.5819353709728,2965.768437972689,42.68577280585515,1686.0907984973453,1213.6666973895149,643.0002813983516,2.0,9.0,6.0,411.1606265137219
439.4700660724959,2511.340141035481,20.386772159776125,83.85364278538044,2885.4036977506053,50.0061160178777,2469.192605195713,1314.6039918714218,646.6336632776595,1.0,15.0,2.0,696.147026534602
449.0537085755709,2472.818600134957,20.15239289804395,82.57380464926783,,,2439.5835244284167,1317.9855913531703,650.9603858333212,1.0,10.0,11.0,678.2982994359825
444.15533318708106,2605.13374141259,20.500320721063062,84.24741423569519,2824.1916458438745,50.17758445525106,2563.3954987391403,1315.8325441814247,642.5518078816684,,23.0,28.0,717.8475044829221
452.53208208424826,2611.9199526903244,,84.94847508137288,2872.7369767412315,50.507636769003625,2587.727024400998,1322.5552448670298,645.7389099399373,1.0,16.0,21.0,728.7852799673551
,2821.082847245641,20.34600077987011,85.9344857099831,2816.4039625653063,52.01460843138138,2789.858082928335,1333.8919845251348,643.561266403713,2.0,4.0,47.0,776.1093213000039
440.47071973051925,2468.04480192847,20.427854293042078,,2883.836012122919,48.80704004570423,2420.0466502044374,1312.0608017251782,644.9323722501097,1.0,11.0,13.0,678.6151067760758
456.70274687090574,2564.7379057444296,20.169638251908307,82.99165317595678,2878.303722642277,49.96649049876482,2545.9590111629423,1332.6285802457992,644.4713220706423,,,41.0,720.5045955963097
434.41357176646324,2561.020949546648,20.191234875458942,83.97892009177421,,49.71402109222097,2545.1724200088124,1323.558523980532,652.5959459736323,1.0,23.0,,710.7642080951372
446.4514638903165,2452.636614089689,20.3792049404668,83.70383080784038,2886.8997213759767,48.12232184115767,2406.9551430259417,1299.6970155600245,638.7776052261407,2.0,7.0,4.0,664.7956848529209
463.4409516604888,2657.7439351108683,20.214430378731304,84.84173005718856,2853.4006316450436,50.47218762213415,2593.583950497539,1320.7241917894087,639.6448445844327,2.0,5.0,55.0,727.0874613353402
335.30419233203907,1717.367461954909,20.17674631286044,76.62482709719906,2960.4009147242646,41.03373540035511,1652.5781768546824,1195.662704271282,,2.0,,17.0,391.32880583188637
467.94709277227184,2842.292120377318,20.4756941873882,,2827.3669659165225,52.56280556118747,2763.4216811543943,1335.463048265249,649.7152187111724,2.0,5.0,20.0,778.2498155693718
330.5981781097147,1696.358779261317,20.51395780447287,76.49031048650157,2942.350788234986,41.396138629985735,1666.8153557450091,1199.6172714244044,639.3317849014396,2.0,10.0,28.0,399.71642054143774
333.2238680000764,1750.4432989117004,20.139812173042372,77.51150212063925,2976.267782820187,41.415204779515996,1713.989883508213,1205.3362211614833,635.31481086654,2.0,11.0,19.0,400.1483011524492
434.23217657212734,2578.2541442622714,20.419547931592007,83.81138131621914,2876.41068446455,50.335273032688136,2523.8501020066,1311.366094471308,,1.0,,31.0,700.67392035531
333.1519280693957,1720.200789632638,20.72619518806882,76.24749074943679,2955.9718961956564,41.063908192370164,1672.167072073798,1197.750872005148,642.5636728509547,2.0,11.0,0.0,399.0695819605164
286.11888289002286,,20.347288205992733,72.13691979917174,2884.2833852213216,37.34789308277285,1406.1405161446698,,525.0376990100461,,16.0,24.0,234.4749263714392
296.68145844426806,1496.3506474449032,20.44465714055753,73.28999250659064,2947.3285868197886,39.232705947715985,1486.7623460477312,,,2.0,13.0,21.0,305.3937429261032
452.8890114515699,2622.588398162982,20.31893746142684,85.09659403563515,2898.860370431541,50.52256335267925,2567.7166850792128,1339.8561894291697,650.8471775549253,2.0,3.0,32.0,729.4903825318668
452.1476495830734,2648.868695007676,20.47298569037026,,,,2579.7801646889857,1330.103322196658,640.3193604329173,,3.0,27.0,737.1599457421715
432.3214250291425,2575.781455737341,20.455572845101845,84.79700164347956,2848.4593052182213,49.628930110972505,2509.536833485557,1319.8743250518883,650.4573489134757,2.0,0.0,0.0,711.2169364046787
439.21517543568075,2482.948915540889,20.470642981517546,84.63601446911332,2894.947431028219,48.814848729400346,2463.155754002896,,650.8353447895291,1.0,11.0,26.0,680.5083222025551
,2844.057378542508,20.297641008655763,86.74296676024389,2835.1483130827955,52.613306262912744,2797.785067565923,1338.6686888737718,642.4604553184835,2.0,5.0,19.0,780.4977533214337
449.17225148011715,2562.46668080961,20.19451131798367,83.01662280774154,2858.1077777280907,48.820857938756646,2511.340922058287,,647.7177209287612,1.0,,41.0,693.7731266182993
468.3393271834903,2749.8240712072134,20.518799197845105,86.0997932451465,2830.1716713656047,,2675.3776108433917,1337.2915276772655,642.9497853168859,2.0,4.0,9.0,760.3294926552716
459.8333979825991,2651.819700116178,20.229005903085792,85.31944409933352,,50.214926831156184,2602.1106956262606,1316.3528597566321,640.6387642740848,2.0,6.0,3.0,731.2164153670456
435.4207153580101,2494.2286892319134,20.290111667474285,83.88234775296525,2907.6240542924033,49.51215733919748,,1310.535557403109,644.5667711144957,1.0,11.0,31.0,678.2064066804644
441.26568577730103,2467.0610350213647,20.275308967240637,83.21560851900625,2873.0556217398616,,2412.8363207497837,1298.3477290760093,648.0854255498549,1.0,12.0,,676.1792030594784
444.14579535797554,2566.4155119195984,20.30587827698478,,2875.9350614339487,49.62323665568798,2506.5968743752287,1306.2371013490053,,2.0,1.0,31.0,706.2994796302972
455.08771432715434,2583.5583345129276,20.470732927954604,83.47809425100863,2886.189461496298,49.83839437461191,2516.230822345514,1304.4101764915067,,1.0,13.0,53.0,712.364252103726
457.5405178131887,,20.238470669055094,85.30206274470747,2869.4371288845896,51.67559692997461,2682.4540602663983,,650.5530818273945,1.0,7.0,15.0,752.9158204664589
,,20.171851363938632,84.74960495990814,2857.638002261161,50.268317464029195,,1331.4123652372002,642.2344165794176,1.0,19.0,57.0,733.4874120405101
457.3986068474164,2740.183866217191,20.141091904981,84.75808016839852,2880.802754979821,51.062584468096205,2723.1509813638604,1340.5962105480978,649.2977432564065,1.0,9.0,29.0,761.0928400026492
446.79460097010195,2540.5035182379693,20.28078652611782,84.2295534499477,,49.13881749351027,2511.8314561074817,1314.8851793354838,645.3965308047375,2.0,1.0,54.0,702.534045462324
433.2617190020632,2569.8471706045325,,84.71797210285581,2887.090863603358,,2503.998995260163,1319.3647833795305,652.9836224689382,,,52.0,704.1982910753457
451.6233718493068,2604.963136203871,20.341280258772485,,2823.9589550296864,49.79138848093288,2578.2898704381405,1320.54923444271,641.0747765750103,1.0,,53.0,731.8365959143845
459.6801636235795,2689.1995853183143,20.28608341177645,85.50068454306958,2843.6006300516424,50.57535341027861,2630.4806937613275,1326.9912506978085,652.2811492424378,1.0,6.0,54.0,748.2279777680502
,2689.229969972003,20.791400283685256,85.04491515043328,2863.8113541351413,50.783069949103925,2639.231583271872,1331.3960110543758,648.2081813004125,1.0,9.0,0.0,746.624847438817
439.8992338819664,2541.6896945029803,20.36049590029914,84.07897542158523,2850.922909706149,50.41978051645299,2500.6686022492936,1308.9857031690199,644.4070701898828,2.0,0.0,30.0,705.996542995451
450.51062929833057,2531.802266143678,20.42146346132966,,2858.137348281191,49.269240977657425,2492.6615644340686,1309.7673978559687,643.9289467521587,1.0,,42.0,697.554517079327
464.22117399608925,,20.14349189232017,84.87238729699924,2875.3309418724116,,2627.252037868966,1340.9195277170902,650.0315496208401,1.0,8.0,31.0,752.1228866230358
456.06993574295603,2683.8834267249345,20.207825298985185,85.15124576149458,2839.812512087967,50.783641806441175,2623.914445710682,1327.0186910898708,643.4315961383033,1.0,20.0,5.0,741.1132164556576
458.5644620676013,2717.3662265277426,20.430898205170124,,2885.1802204317078,50.85025302078739,2688.8552136473286,1330.784328015122,,1.0,8.0,45.0,759.0772201136156
469.0462265316666,2737.370223807245,20.15998034075815,84.90414093889574,2877.020815497346,50.845449208598346,2675.588072192059,1328.3658325158403,650.3262313294437,2.0,4.0,2.0,759.1861173398372
469.54813785512897,2630.053578119946,20.33638014251193,84.73924156759932,2830.5703050242187,50.95703315384588,2602.7600851157804,1318.5903020588835,639.9200335728758,1.0,5.0,48.0,740.0200302338197
,1704.3679263236854,20.254070686219762,75.72754107411879,2914.5100603058168,,1674.270872094959,1194.2790811000011,628.77592541629,2.0,12.0,22.0,382.74217967748666
486.0075635030341,2654.5620063678266,20.498013959033752,84.02595465261693,2864.2945582660172,50.56925834262296,2638.9896766871507,1334.8388779959505,,1.0,6.0,0.0,749.7825821254504
511.90075247716806,,,88.0991989485173,2833.283787104455,53.399251501234005,2951.0568140210835,1360.7039919359047,652.5063293994089,1.0,4.0,3.0,839.7320587599299
,2505.8128048169665,20.42080195531511,82.72212978325571,2885.3036170483947,49.1528617792523,2457.6245470268523,1324.475783153743,651.3042927700911,1.0,,30.0,688.3430195062933
447.19314956465485,2514.984364620141,20.12917058270434,83.61474885588943,2857.522137131545,,,1312.336065016599,643.3802290710018,1.0,14.0,47.0,698.2707783029148
515.3616748126623,2990.1886431856838,20.218649708047842,86.99814691552159,2799.976842337939,52.724942759908245,2916.603998946234,1360.9524315517247,643.1557939870972,1.0,3.0,44.0,845.4953311827283
332.729144441758,1752.416491707315,20.29708264110091,77.07957582926497,2965.98451006741,41.87275128196339,1697.4262143221083,1198.4230965577501,644.2249870031848,2.0,9.0,19.0,411.8586088085998
1479.1988893603666,2552.254971775642,20.268943836540462,153.53601177387927,2888.1059677246712,110.00673192922027,9892.534510677773,5109.8097406713605,646.670277647857,2.0,2.0,0.0,701.4022057441081
445.6624494652775,2587.240652476586,20.22668452162563,,2864.6680967175716,50.038520375732496,2558.816226412307,1336.9949381354854,644.4988288714616,1.0,,11.0,717.0967719022586
,2529.9285303128863,20.441631587725105,83.14555950644377,,48.9955771439167,,1303.8526495284807,652.2305525363682,2.0,2.0,20.0,700.7983938635082
317.948384951218,1743.189256846218,20.456167985535195,77.12809122150539,2901.7953108605866,42.05371499820059,1673.700513677823,1211.1507193711298,,2.0,12.0,27.0,392.8170223999507
459.25387493253976,2666.388127267974,20.402284247880736,85.88909604838379,2868.327397274321,50.99742432761819,2661.4844079796353,1333.9171935164904,641.4492675188312,1.0,7.0,,747.9305154438564
460.77171566118136,2614.8080914127677,,84.80105916550436,,50.1768458551205,2540.1982368473564,1315.3365979539012,648.8042672852072,1.0,19.0,49.0,720.4159410518469
447.2056674455331,2520.029408951449,,83.76902184232517,2829.6369521869547,49.32444543923916,2477.722385874502,1306.763332113285,646.1886087994566,1.0,14.0,43.0,699.5758572022773
461.3898379888469,2695.4596963711006,20.207635587298398,,2847.0664396673083,52.188644373794446,2629.2992106707575,1331.003739482596,652.1175916099608,1.0,5.0,38.0,767.9294994174996
447.002753992989,2681.9802528514474,20.24166693401394,85.86384111443678,2822.835341689395,,2639.0786111089446,1328.074687609501,647.7185379620437,2.0,5.0,45.0,743.7753694815827
296.95735407988633,1505.9378485069112,20.22766102598168,,2934.1142313438563,38.745327000670024,1465.5136407708908,1170.3257346118955,596.8897661997339,2.0,13.0,21.0,306.3141864408194
460.0969698454603,,,86.57184752841638,2851.3609223542576,51.837694080543564,2647.796530853182,,637.0596579841273,1.0,6.0,4.0,752.3717281156207
427.30980768206615,2502.7083427516495,20.301239615077577,84.01860679161666,2891.4176306877494,,2446.2295376442307,1323.0694433581145,652.4778928903224,1.0,13.0,12.0,680.4595592918571
444.8035091767666,2593.243878409083,20.32432524974113,84.84122407380792,2823.903979105034,49.94319683766251,2572.7960528902454,1332.2521747465803,646.4948146605128,1.0,21.0,15.0,722.7742761431426
436.1327483668893,2490.9716211895843,20.82100528349355,,2861.400277918034,,2463.8240631926865,1307.1793359091403,655.4101935262094,1.0,11.0,13.0,678.0515323918629
,2546.9431574058626,,83.4349538466426,2862.1509512036787,49.4977865161098,,1326.249890076269,649.7726513325682,,0.0,5.0,705.997571032779
444.51907484209124,2539.1122161350536,20.27245273198619,84.30015740776409,2876.6374658431273,48.85905910068311,2475.4501400724375,1312.7189717390668,646.3779789782602,,1.0,7.0,699.1995362482845
515.0301870522381,3027.0409414463716,20.604478335250132,88.0336550321422,2841.9369373542336,,2941.010160414087,,652.4686761548086,1.0,4.0,15.0,849.0824858906426
459.08013570735056,2659.3599919816997,20.517989672159736,85.41099227308924,2826.7109665323323,50.01869025345125,2585.083502653079,1341.4895531542397,647.7979181230446,1.0,16.0,59.0,733.6947715795255
446.91793702962786,2565.280873289732,20.253717513924197,83.81880923996282,2864.393817840041,50.1141395604369,2511.763941912871,1319.5064828766276,649.1993193660552,2.0,0.0,35.0,705.2665565410682
454.956100631359,2662.6252400353246,20.25996613494459,85.13638638686899,2817.5846779518356,50.89892414243629,,1328.7106305234904,655.8592011218548,2.0,3.0,37.0,732.1385728193161
462.53276554537354,2577.913877535376,20.201051810432528,84.9073722036805,,50.37109408296316,2546.5469151936704,,644.2474818006012,1.0,6.0,22.0,725.1120930930244
486.6813357959146,2788.58149589202,20.492091854643107,85.47055903828071,2837.4264435537502,,2760.534205645838,,,2.0,5.0,1.0,776.9551122913813
442.8004604407339,2545.5839376535255,20.47431831795256,83.5063081358393,2867.2470662393735,49.692110867289486,2495.7021376804496,1316.78131270929,654.0357223311955,1.0,18.0,22.0,705.8331777033785
518.1281886120839,2990.5951956826584,20.5288788961393,,2811.551633750969,53.081089621225935,2951.463091635659,1379.0368323188636,650.3063507420695,1.0,4.0,7.0,842.9112731837715
446.2247794273274,2564.184943785553,20.487444839797398,,,49.27337999658902,2548.5054608261066,1311.2454638724785,651.9781157203385,1.0,18.0,33.0,715.0122420575792
299.36820312887687,1609.2830125972228,20.665543222031435,74.72450478834665,2911.3681986614924,39.33062043751017,,1166.0535848213376,549.2912909078741,2.0,15.0,41.0,299.8241599415984
,2680.140006525407,20.52058006278756,85.18010224813602,2889.3255144488057,50.94797431383871,2631.243867341632,1341.2855649099686,645.9141032415314,1.0,8.0,28.0,739.8026226524099
444.2283427631701,2546.270229359441,,84.84922037921022,2857.862669068411,49.42059483825713,2496.5667073273544,1319.4022155134564,642.0518280331304,,14.0,7.0,703.6893327664701
433.96602904369496,2503.7231623645007,20.30148458888911,82.94480305170667,2856.376038296012,49.23259231703724,2421.1304137452007,,645.0788391416147,1.0,11.0,48.0,674.2413349240184
459.92903025988494,2645.7149449100493,20.490051558636893,84.48259998339816,2851.1509935346385,49.972019819221295,2579.535825001178,1336.0238192444779,642.7776712998689,1.0,20.0,0.0,733.1763963355103
,2779.8205170669066,20.49880403617714,85.50286386310988,2841.1206819682434,51.3526243875078,2686.1508807005675,1335.3661376365865,647.4335794510052,2.0,4.0,29.0,765.1189968781126
,2472.532156638416,20.48470707096004,82.73029499295696,2886.159425410069,48.7106374348827,2461.367658625442,,,1.0,11.0,19.0,686.9453352788219
327.9689601260664,1703.1143879333554,20.2526432478668,77.21353609717569,2944.51087783334,41.937942497968955,1660.4985740080847,1210.240972778081,640.0474375094492,2.0,9.0,49.0,402.2719649002439
450.4937551480486,2551.6017483412456,20.510326603915562,83.7974593588626,2869.215221537444,49.65918668598845,2532.3084347211397,1331.0203187422394,642.8731352581481,2.0,2.0,38.0,705.1071959906274
369.0112683298672,1929.60226500761,20.349859930288144,,2936.1071223154086,43.790893292444224,1898.5830664195375,1235.3345888891995,647.2971645423977,2.0,8.0,50.0,484.90245526302
436.8643752121169,2554.9950313201693,20.397819364774627,84.99275815558583,2904.953074486992,49.83100244229609,2475.441332612129,1320.5716003477858,645.4954781530483,,2.0,1.0,703.4502550537447
462.7555628496368,,20.227659256149952,85.15315879249532,2869.4268604402273,51.136617140659034,2619.5196148794003,,646.909073311455,2.0,3.0,54.0,746.0080148132586
409.6070930369313,2380.816815960973,20.389141672208442,,2931.9582652182016,48.61043129371968,2342.2953240670804,1313.054185647177,641.7563611012921,2.0,8.0,2.0,648.6185300102437
435.54720427053144,2524.3628108299636,20.232269367577416,84.21465925467757,2875.3963817373046,,2460.9233261057766,1307.4607341078035,652.3644477234478,2.0,7.0,30.0,678.6249052471638
507.25315845410864,3003.2641317020807,20.1577797081497,88.19713993269932,2816.434394872069,52.931980413563835,2944.6103932521014,1360.7628150573198,643.2305101459731,1.0,,21.0,844.0371871652155
437.55290747940194,2578.8868057276127,20.451821889210237,84.14875377767896,,50.48390666201102,2518.74804308784,1328.5190870182746,649.3563158922793,,2.0,,706.0457967567073
431.31739994796914,2468.3015070758697,20.1708998984739,83.21831711103698,2852.2964094636905,48.809466546442984,2420.329184916438,1307.9027579829394,643.0834382380848,1.0,11.0,,676.255114907997
453.3153992826921,2622.8525766870002,20.25884326047727,84.40321783923112,2874.8769539561,49.62184000030168,2560.8368281027056,1322.1348171626616,641.5854864975446,1.0,17.0,41.0,717.6970996646694
429.5848574708121,2557.9707192798205,20.347795453914152,84.41571662337638,,50.219254232293096,2517.7028254488932,1335.505224334319,647.71636087823,1.0,23.0,33.0,717.858117957212
445.96161930727243,2578.900419735137,20.18171822242835,83.69684895207843,2866.0841756777595,50.10192647094727,2501.1168946506245,1320.9771528535093,652.8851069581247,,14.0,,709.0643005492549
447.46192970089004,2517.524560420969,20.31762613383791,82.93775781396918,,,2476.519231428707,1319.0169567605258,647.101837532084,1.0,13.0,42.0,698.5632656921522
506.8165885058009,2953.178943281928,20.52525742330552,87.50982988471577,2802.0613095012714,54.080484819819404,,,,,4.0,50.0,851.9529601790136
455.05220527322246,2585.207458798128,20.150722775487974,84.1221883637948,2858.4925810611576,49.83353028394607,2564.6796908358633,1336.5793724095777,641.7611433091537,1.0,21.0,56.0,718.8552703884181
446.12820252304164,2539.2453493227254,20.35240850165906,83.31824912429143,2856.3910063339304,48.64091843875874,2468.968140966106,1318.811005933939,646.5783517387243,1.0,15.0,40.0,690.4648294282658
329.47158624830377,1720.0262461452123,20.326872623546652,75.64534346060125,2933.456957428391,40.870840213958815,1679.4144829485226,1203.315937191807,638.1299491705411,2.0,11.0,13.0,396.81108878591976
464.7020321213559,2668.2451964080383,20.287636851070324,,2822.2103175642196,50.67401716832124,2624.7299405526205,1337.5705179355532,646.0745742434001,2.0,5.0,55.0,729.4113184114578
440.93016168499764,2562.7945335085637,20.435440218329568,84.64662754899219,2899.3489260856886,50.1063047502615,2516.1201972561066,1323.8940459101518,649.2421090828815,2.0,2.0,26.0,702.438750203244
337.4121801212944,1727.3534200364206,20.41033270904289,76.94998496448723,2957.558721219198,42.279133860050415,1684.6273758481195,1203.9056661907612,643.8419888524584,2.0,9.0,7.0,403.22569901691134
445.31336188271445,2587.240424268489,20.295539201742365,84.42263785420336,2845.827119133032,50.49526577144123,2573.7058472377253,1320.1988826907798,650.0762558785464,1.0,22.0,4.0,727.0650606407286
438.83395593430373,2518.5407231878,20.2911027124792,84.51807385428661,2891.796869254108,49.44548313332233,2484.4069616044685,,640.8094248656996,2.0,1.0,,703.9617691022125
442.46372693201045,2595.4631550796275,20.358552556433477,85.00952953822117,2828.0120096967285,50.672941232132615,,1316.3727232589695,,1.0,22.0,12.0,726.2595767214134
432.56411056462736,2491.0111697587413,20.81715350137696,82.7528552099948,2885.7963077895542,48.684279184056926,2449.5082997019854,1312.0310295274512,644.6694102394177,1.0,19.0,27.0,687.083772999485
432.0132229067582,2475.811664308767,20.13447531156857,83.39232395823187,2855.6124101133614,49.01304410702893,2438.02234967206,1297.3094266362807,642.4320458681235,1.0,10.0,45.0,674.1342966278426
461.6651795670865,2681.904100096366,20.214464721431995,86.35834504835015,2906.14124990838,51.47387763230326,2666.8857729120373,,,2.0,3.0,57.0,752.5081769469185
509.75204805499396,,20.230870851409673,87.57587040988793,2808.991558186409,53.53564702933044,2959.1419645969063,1364.6123066432258,652.3677449222237,1.0,4.0,5.0,855.6093993547199
488.0234840268993,2790.302734544134,20.16205548197785,85.62924373073382,2819.8558089893636,51.93900598040678,2713.465056407538,1328.8325685974673,647.6180086605258,2.0,5.0,3.0,772.7259977437652
443.9725001125723,2590.1944214589084,20.398670104814588,,2818.728312987781,,2560.899220841979,1319.617395929278,643.1279887712474,1.0,22.0,44.0,720.5893094524438
442.7053791853657,2473.0598658813656,20.52636888460241,83.45019698905331,2874.390949291725,,2441.641792389244,1303.0931903946628,653.2678474561236,1.0,12.0,34.0,679.0528462745672
320.23286662787615,1748.4445727626912,20.325888449764765,76.99306351660194,2957.3724290318655,41.43637990442793,1725.8721386063685,1200.1137846874576,621.0266046897557,2.0,11.0,59.0,401.9485324032811
507.4314762921456,3003.2135665633596,20.119462166702856,87.53111906708962,2814.0047684966153,53.79194991069358,2959.289977362055,1367.3715807082954,654.1502829722768,1.0,4.0,48.0,848.8127388791199
,1202.4216126775455,20.29282942056676,70.9304412089661,2876.0763041161417,35.41361768002436,1157.9971525828794,55.04983530323907,519.6030639262153,2.0,17.0,19.0,149.59574363406165
301.91128990738565,1548.1308522074796,20.215301016993553,73.07208811265318,2888.3094047532627,38.951157966222176,1490.4861851530807,1152.3297501113411,568.7233519770471,2.0,14.0,33.0,291.81345661094065
428.8624907724516,2575.5179739492864,20.264496154788255,84.79653135557406,2893.2629337709886,50.60651422350948,2512.2536135067235,,643.5028170437113,1.0,14.0,3.0,702.5896860830786
460.33152183259057,2684.903668363951,20.20578140153167,84.93777700937807,2831.167793799537,50.398847816471694,2616.3424463152705,1333.9368550114345,640.7042727399819,2.0,,58.0,729.6552825404041
461.41272538028596,2708.59192816745,20.32203583192026,85.02418973112742,2868.0913026467015,,2663.3121307315864,1344.9442761522055,645.6466308056371,1.0,8.0,57.0,745.0844122331289
442.1609340562131,2552.941477579771,20.76759018406494,83.93942688807529,2878.6739138713024,49.013440114626555,2483.7516854377154,1307.7417193147007,647.4190101043963,1.0,14.0,42.0,698.0954807130371
,2230.721616753059,20.397335244535082,82.67907279012123,2960.4054399926813,47.567582009673586,2171.175604346641,,647.9337873459395,2.0,8.0,5.0,600.1175077874854
466.0847025650775,2689.114399268587,20.734785495095263,85.70011166798761,2865.2938893428473,50.34876317356217,2625.611068795266,1336.5617900700106,651.5876547634003,,8.0,22.0,736.6831690077121
